,sentence,label,NN,JJ,PRP
211,"['It', 'was', 'so', 'cold', 'and', 'so', 'wretched', 'that', 'a', 'sort', 'of', 'desperate', 'gaiety', 'infected', 'all', 'of', 'them', ',', 'like', 'people', 'stormbound', 'or', 'shipwrecked', 'or', 'caught', 'in', 'some', 'other', 'freak', 'of', 'circumstance', 'so', 'that', 'time', 'stood', 'still', 'and', 'minor', 'anxieties', 'fell', 'away', 'and', 'the', 'only', 'important', 'thing', 'was', 'to', 'cling', 'together', 'and', 'survive', '.']",romance,8,7,0
212,"['The', 'pipes', 'burst', 'and', 'they', 'all', 'laughed', 'and', 'stood', 'in', 'ice', 'water', 'to', 'their', 'ankles', 'while', 'they', 'swabbed', 'the', 'bathrooms', '.']",romance,6,0,0
213,"['They', 'lived', 'mainly', 'in', 'the', 'kitchen', ';', ';']",romance,1,0,0
214,"['they', 'moved', ""Maggie's"", 'bed', 'and', 'the', ""baby's"", 'basket', 'there', ',', 'and', 'the', 'rest', 'of', 'them', 'undressed', 'by', 'the', 'stove', 'and', 'ran', 'groaning', 'and', 'shivering', 'to', 'the', 'upper', 'polar', 'regions', 'and', 'plunged', 'into', 'icy', 'beds', '.']",romance,10,2,0
215,"['Grandma', 'said', 'it', 'was', 'just', 'like', 'the', 'early', 'mining', 'camp', 'days', ',', 'and', 'it', 'was', 'the', 'way', 'people', 'ought', 'to', 'live', ',', 'only', 'she', 'was', 'getting', 'too', 'old', 'to', 'take', 'the', 'pleasure', 'from', 'it', 'that', 'she', 'used', 'to', '.']",romance,7,2,0
216,"['``', 'You', 'said', 'a', 'mouthful', ""''"", ',', 'Eugenia', 'said', 'grimly', '.']",romance,2,0,0
217,"['Eugenia', 'hated', 'being', 'cold', 'worse', 'than', 'anything', ',', 'and', 'she', 'was', 'beginning', 'to', 'find', 'the', 'joys', 'of', 'poverty', 'wearing', 'thin', '.']",romance,5,2,0
218,"['She', 'said', 'to', 'Maggie', 'that', 'it', 'was', 'one', 'thing', 'to', 'meet', 'an', 'emergency', 'and', 'another', 'to', 'wallow', 'in', 'it', ',', 'and', 'it', 'was', 'beginning', 'to', 'look', 'at', 'if', 'this', 'one', 'was', 'going', 'to', 'last', 'forever', '.']",romance,5,1,0
219,"['``', 'Plenty', 'of', 'people', 'are', 'poor', 'all', 'their', 'lives', ""''"", '.']",romance,3,1,0
220,"['``', 'Plenty', 'of', 'people', ""haven't"", 'our', 'brains', 'and', 'talent', ""''"", '.']",romance,4,0,0
221,"['``', 'I', 'know', 'you', 'when', 'you', 'start', 'talking', 'about', 'brains', 'and', 'talent', ""''"", ',', 'Maggie', 'said', '.']",romance,3,0,0
222,"['``', ""You're"", 'working', 'up', 'to', 'something', ',', 'and', 'if', 'you', ""don't"", 'watch', 'out', ""you'll"", 'ruin', 'your', 'whole', 'life', 'one', 'of', 'these', 'days', 'just', 'to', 'prove', 'that', 'the', 'Abernathy', 'family', 'is', 'superior', 'to', 'everything', ',', 'even', 'a', 'depression', ""''"", '.']",romance,8,3,0
223,"['``', 'The', 'only', 'thing', 'that', 'worries', 'me', 'is', 'how', ""I'm"", 'going', 'to', 'prove', 'it', ""''"", ',', 'Eugenia', 'said', '.']",romance,4,1,0
224,"['They', 'begged', 'Grandma', 'to', 'let', 'them', 'put', 'a', 'bed', 'in', 'the', 'kitchen', 'for', 'her', ',', 'but', 'Grandma', 'said', 'she', 'was', 'getting', 'too', 'old', 'to', 'sleep', 'in', 'strange', 'beds', 'and', 'be', 'seen', 'with', 'her', 'teeth', 'out', ',', 'and', 'that', 'she', 'hoped', 'to', 'die', 'in', 'privacy', 'like', 'a', 'Christian', 'and', 'if', 'the', 'Lord', 'willed', 'it', 'to', 'be', 'of', 'pneumonia', 'than', 'it', 'would', 'have', 'to', 'be', 'that', 'way', '.']",romance,11,2,0
225,"['She', ""didn't"", 'want', 'to', 'be', 'the', 'only', 'one', 'with', 'a', 'stove', 'in', 'her', 'room', ',', 'especially', 'as', 'her', 'life', 'span', 'was', 'nearly', 'run', 'out', 'anyway', ',', 'and', 'she', 'insisted', 'that', 'Hope', 'have', 'the', 'heater', '.']",romance,7,1,0
226,"['Hope', ""wouldn't"", 'hear', 'of', 'it', ',', 'and', 'she', 'took', 'the', 'heater', 'back', 'to', ""Grandma's"", 'room', ',', 'and', 'Grandma', 'took', 'it', 'back', 'to', ""Hope's"", 'room', ',', 'and', 'the', 'two', 'of', 'them', 'dragged', 'it', 'back', 'and', 'forth', 'until', 'Grandma', 'tipped', 'it', 'over', 'and', 'almost', 'set', 'her', 'bedspread', 'on', 'fire', '.']",romance,11,1,0
227,"['She', 'said', 'that', 'proved', 'she', ""wasn't"", 'to', 'be', 'trusted', 'with', 'a', 'fire', 'in', 'her', 'room', ',', 'and', 'she', 'could', 'be', 'burned', 'to', 'a', 'crisp', 'without', 'anybody', 'knowing', 'it', '.']",romance,4,0,0
228,"['Eugenia', 'suspected', 'her', 'of', 'deliberately', 'overturning', 'the', 'heater', 'because', 'she', 'was', 'getting', 'tired', 'of', 'dragging', 'it', 'back', 'and', 'forth', 'and', 'still', 'wanted', 'her', 'own', 'way', ',', 'but', 'Hope', 'said', 'if', 'Grandma', ""wouldn't"", 'have', 'the', 'heater', 'nobody', 'would', 'have', 'it', ',', 'so', 'Grandma', 'had', 'to', 'give', 'in', '.']",romance,9,1,0
229,"['``', 'Thrifty', 'of', 'her', 'to', 'use', 'it', 'up', '.']",romance,1,0,0
230,"['Unusual', 'in', 'a', 'case', 'like', 'this', ',', 'but', ""''"", '--']",romance,1,1,0
231,"['``', 'You', 'can', 'joke', '!', '!']",romance,0,0,0
232,"[""Didn't"", 'you', 'read', 'it', '?', '?']",romance,1,0,0
233,"[""She's"", 'married', 'that', 'tenant', '!', '!']",romance,2,0,0
234,"[""''""]",romance,0,0,0
235,"['``', 'I', 'read', 'it', ',', 'yes', '.']",romance,0,0,0
236,"['This', 'ought', 'to', 'simplify', ""Tolley's"", 'life', ""''"", '.']",romance,2,0,0
237,"['Laban', 'had', 'more', 'to', 'say', '.']",romance,1,0,0
238,"['Tolley', 'had', 'gone', 'to', 'live', 'in', 'California', '.']",romance,2,0,0
239,"[""He'd"", 'mentioned', 'it', ',', 'himself', ',', 'at', 'church', 'and', 'everybody', 'seemed', 'to', 'have', 'the', 'idea', 'that', 'Tolley', 'had', 'left', 'because', 'Jenny', 'had', 'jilted', 'him', 'for', 'Roy', 'Robards', '.']",romance,8,0,0
240,"['``', 'It', 'was', 'plain', 'as', 'the', 'nose', 'on', 'your', 'face', 'that', ""they're"", 'laughing', 'about', 'it', ',', 'Mamma', '.']",romance,3,0,0
241,"['Zion', 'stayed', 'to', 'get', 'my', 'pin', ',', 'but', ""it'll"", 'be', 'a', 'cold', 'day', 'in', 'June', 'when', 'I', 'go', 'back', ""''"", '.']",romance,4,1,0
242,"['``', 'We', 'will', 'both', 'go', 'back', ',', 'Laban', ""''"", '!', '!']",romance,1,0,0
243,"['Kizzie', 'turned', 'to', 'go', 'inside', '.']",romance,1,0,0
244,"['``', 'Let', 'me', 'stay', 'and', 'take', 'the', 'pictures', 'you', 'wanted', ',', 'Mamma', '.']",romance,2,0,0
245,"['The', ""sun's"", 'right', ""''"", '--']",romance,2,0,0
246,"['``', 'Pictures', ""''"", '?', '?']",romance,1,0,0
247,"['She', 'swung', 'around', '.']",romance,0,0,0
248,"['``', 'What', 'pictures', ""''"", '?', '?']",romance,0,0,0
249,"['``', 'In', ""Brace's"", 'room', '!', '!']",romance,2,0,0
250,"['You', 'told', 'me', 'to', 'bring', 'my', 'camera', '.']",romance,1,0,0
251,"[""I'm"", 'not', 'going', 'back', ""''"", '--']",romance,1,0,0
252,"['``', 'Indeed', 'you', 'are', '!', '!']",romance,0,0,0
253,"['Why', 'should', 'I', 'want', 'pictures', 'of', 'an', 'empty', 'room', 'now', '?', '?']",romance,2,1,0
254,"['Tolley', 'had', 'no', 'idea', 'of', 'marrying', 'that', 'sneaky', 'little', 'Jenny', '!', '!']",romance,3,2,0
255,"['This', '--', 'trip', 'of', 'his', 'had', 'nothing', 'to', 'do', 'with', 'her', 'consorting', 'with', 'tenants', ',', 'and', 'I', 'am', 'going', 'to', 'see', 'that', 'everybody', 'at', 'Mt.', 'Pleasant', 'understands', 'that', 'simple', 'fact', '.']",romance,7,1,0
256,"['Wait', 'for', 'me', ',', 'Laban', ',', ""I'll"", 'be', 'dressed', 'in', 'half', 'a', 'second', ""''"", '!', '!']",romance,3,1,0
257,"['Frank', 'followed', 'her', 'into', 'the', 'bedroom', ',', 'hooked', 'her', 'dress', 'up', 'the', 'back', '.']",romance,4,0,0
258,"['``', 'Hurry', ',', 'Frank', '!', '!']",romance,2,0,0
259,"[""They're"", 'not', 'going', 'to', 'laugh', 'at', 'the', 'Fairbrothers', 'and', 'Labans', 'very', 'long', '!', '!']",romance,3,0,0
260,"[""Tolley's"", 'going', 'is', 'my', 'fault', '.']",romance,2,0,0
261,"['I', 'drove', 'him', 'away', '.']",romance,0,0,0
262,"['You', 'know', 'it', 'and', ""I'll"", 'tell', 'everybody', 'exactly', 'how', 'it', 'happened', ""''"", '.']",romance,2,0,0
263,"['She', 'was', 'so', 'beautiful', ',', 'so', 'valiant', ',', 'so', 'pitiable', '.']",romance,0,3,0
264,"['He', 'kissed', 'her', '.']",romance,0,0,0
265,"['``', 'Make', 'your', 'confession', 'to', 'God', ',', 'Kizzie', 'dear', ',', 'not', 'to', 'the', 'congregation', ""''"", '.']",romance,5,0,0
266,"['``', ""I'll"", 'decide', 'that', 'when', 'I', 'get', 'there', '.']",romance,1,0,0
267,"['I', 'was', 'so', 'cruel', 'to', 'Tolley', ',', 'so', 'unfair', '.']",romance,1,2,0
268,"['But', ""I'll"", 'be', 'fair', 'now', '!', '!']",romance,1,1,0
269,"['He', 'is', 'coming', 'back', ',', ""isn't"", 'he', ',', 'Frank', ""''"", '?', '?']",romance,2,0,0
270,"['Yes', ',', 'oh', 'yes', '.']",romance,0,1,0
271,"['What', 'else', 'was', 'there', 'to', 'say', '?', '?']",romance,0,0,0
272,"['Returning', 'to', 'the', 'log-house', 'he', 'found', 'some', 'favorite', 'lines', 'from', 'Jonathan', 'Swift', 'on', 'his', 'lips', ':']",romance,5,1,0
273,"['``', 'Under', 'the', 'window', 'in', 'stormy', 'weather']",romance,3,0,0
274,"['I', 'marry', 'this', 'man', 'and', 'woman', 'together', '.']",romance,2,0,0
275,"['Let', 'none', 'but', 'Him', 'who', 'rules', 'the', 'thunder']",romance,4,0,0
276,"['Put', 'this', 'man', 'and', 'woman', 'asunder', ""''"", '.']",romance,3,0,0
277,"['Absolution', 'for', 'his', 'lie', '?', '?']",romance,2,0,0
278,"['He', 'questioned', ""God's"", 'taking', 'time', 'to', 'telegraph', 'the', 'message', ',', 'but', 'he', 'felt', 'better', 'about', 'Kizzie', ',', 'and', 'he', 'took', 'the', 'sealed', 'envelope', 'from', 'its', 'pigeonhole', ',', 'wondering', 'why', 'he', 'had', 'preserved', 'it', '.']",romance,6,0,0
279,"['If', 'he', 'died', 'before', 'she', 'did', ',', 'she', 'would', 'never', 'be', 'unable', 'to', 'resist', 'opening', 'it', '.']",romance,0,1,0
280,"['In', 'any', 'case', 'he', 'would', 'be', 'thrusting', 'a', 'burden', 'on', 'his', 'remaining', 'sons', ',', 'making', 'them', 'parties', 'to', 'a', 'deception', 'peculiarly', 'his', 'own', '.']",romance,5,1,0
281,"['It', 'was', 'simply', 'his', 'necessity', 'to', 'confess', 'which', 'had', 'made', 'him', 'write', 'and', 'keep', 'this', 'thing', '.']",romance,2,0,0
282,"['``', ""You've"", 'told', 'God', ',', 'Frank', ""''"", ',', 'he', 'said', '.']",romance,2,1,0
283,"['``', 'Why', 'lacerate', 'the', '--', 'congregation', ""''"", '?', '?']",romance,1,0,0
284,"['Reaching', 'for', 'an', 'old', 'clay', 'pot', ',', 'relic', 'of', 'pioneer', 'days', ',', 'he', 'tore', 'the', 'envelope', 'in', 'pieces', ',', 'dropping', 'them', 'into', 'it', ',', 'touching', 'the', 'little', 'pyre', 'to', 'flame', ',', 'watching', 'it', 'curl', ',', 'the', 'red', 'sealing', 'wax', 'melting', 'and', 'bubbling', 'in', 'the', 'feathery', 'ash', '.']",romance,15,3,0
285,"['Surely', 'now', 'his', 'beloved', 'son', 'could', 'rest', 'in', 'peace', '.']",romance,2,1,0
286,"['``', ""'"", 'And', 'let', 'me', 'go', ',', 'for', 'the', 'night', 'gathers', 'me', ',', 'and', 'in', 'the', 'night', 'shall', 'no', 'man', 'gather', 'fruit', ""'"", ""''"", '.']",romance,5,0,0
287,"['A', 'beautiful', 'and', 'haunting', 'line', ',', 'a', 'subtle', 'genius', ',', 'Swinburne', ',', 'difficult', 'not', 'to', 'envy', 'a', 'gifted', 'man', ',', 'and', 'perhaps', 'he', 'did', '.']",romance,4,5,0
288,"['But', 'there', 'were', 'great', 'satisfactions', ',', 'even', 'for', 'a', 'small', 'man', '.']",romance,2,2,0
289,"['Beyond', 'his', 'window', 'were', 'the', 'greening', 'trees', ',', 'new', 'spring', ',', 'eternal', 'hope', ',', 'eternal', 'life', '.']",romance,6,3,0
290,"['There', 'lay', 'Grand', ""Fair's"", 'Quinzaine', ',', 'his', 'own', 'young', ""parents'"", 'graves', ',', 'but', 'new', 'life', 'and', 'promise', 'for', 'his', 'sons', ',', 'grandsons', '.']",romance,9,4,0
291,"['He', 'poured', 'his', 'thimble', 'of', 'wine', 'for', 'the', 'toast', ""he'd"", 'made', 'so', 'often', '.']",romance,4,0,0
292,"['``', 'To', 'absent', 'loved', 'ones', ""''"", '.']",romance,1,1,0
293,"['But', 'this', 'last', 'time', 'he', 'drank', 'not', 'to', 'Brace', 'but', '``', 'To', 'Tolley', ""''"", '!', '!']",romance,3,1,0
294,"['Mr.', 'Robards', '--', 'Jenny', 'was', 'the', 'only', 'person', 'she', 'knew', 'of', 'in', 'the', 'Mt.', 'Pleasant', 'neighborhood', 'who', 'called', 'him', 'that', '--', 'was', 'kind', 'but', 'too', 'easygoing', '.']",romance,8,2,0
295,"['It', ""didn't"", 'bother', 'him', 'for', 'everybody', 'from', 'the', 'blacksmith', 'to', 'the', 'preacher', 'to', 'say', ',', '``', 'Howdy', ',', 'Miss', 'Jenny', ""''"", ',', 'adding', 'a', 'careless', '``', 'Roy', ""''"", ',', 'but', 'it', 'did', 'her', '.']",romance,8,1,0
296,"['He', 'could', 'put', 'a', 'stop', 'to', 'it', ',', 'she', 'told', 'him', 'again', 'and', 'again', '.']",romance,1,0,0
297,"['Simply', 'call', 'Mr.', 'Whipsnade', 'Oscar', ',', 'and', 'Dr.', 'Dunne', 'P.GA', ',', 'and', ""C'un"", 'Major', 'Frank', '.']",romance,10,0,0
298,"['Mr.', 'Robards', 'laughed', ',', 'said', ""he'd"", 'feel', 'a', 'damn', 'fool', ',', 'plain-out', ""couldn't"", 'do', 'that', 'even', 'to', 'please', 'her', '.']",romance,7,0,0
299,"['``', 'You', 'could', 'try', '.']",romance,0,0,0
300,"['And', 'if', 'I', 'ever', 'hear', 'you', 'say', ""'"", 'Mist', 'Laban', ""'"", 'again', ""I'll"", 'scream', '.']",romance,3,1,0
301,"['And', ""don't"", 'tell', 'me', 'you', ""didn't"", 'at', 'church', 'Sunday', '.']",romance,3,0,0
302,"['I', 'heard', 'you', ""''"", '!', '!']",romance,0,0,0
303,"['He', 'really', ""hadn't"", 'meant', 'to', ',', 'he', 'assured', 'her', ',', 'but', 'it', 'was', 'plain', 'to', 'her', 'that', 'the', 'importance', 'of', 'these', 'small', 'things', 'was', 'lost', 'on', 'Mr.', 'Robards', '.']",romance,6,1,0
304,"['How', 'strange', 'it', 'was', 'that', 'he', 'could', 'give', 'her', 'this', 'handsome', 'house', 'and', 'carte', 'blanche', 'as', 'to', 'its', 'beautiful', 'furnishings', ',', 'and', 'fail', 'her', 'in', '--', 'spiritual', 'ways', '.']",romance,5,4,0
305,"['Another', 'weakness', '--', 'far', 'more', 'irritating', 'than', 'his', 'manner', 'of', 'speaking', ',', 'which', 'he', 'made', 'only', 'token', 'effort', 'to', 'change', '--', 'was', 'his', 'devotion', 'to', 'that', 'old', 'horse', 'of', ""Tolley's"", '.']",romance,7,3,0
306,"['Her', 'horse', ',', 'rather', '.']",romance,1,0,0
307,"['But', 'Mr.', ""Robards'"", 'now', ',', 'oh', 'my', 'yes', ',', 'indeed', ',', 'yes', '!', '!']",romance,3,0,0
308,"['He', 'called', 'her', '``', 'the', 'Mare', ""''"", 'much', 'as', 'Mrs.', 'Whipsnade', 'spoke', 'of', '``', 'the', 'Queen', ',', 'God', 'bless', 'her', ""''"", '.']",romance,5,0,0
309,"['He', ',', 'with', 'fifteen', 'or', 'twenty', 'horses', 'or', 'mares', 'or', 'geldings', 'or', 'what-nots', 'out', 'there', 'in', 'the', 'barn', ',', 'was', 'reverent', 'only', 'of', '``', 'the', 'Mare', ""''"", ',', '``', 'the', ""Racin'"", 'Mare', ""''"", ',', 'the', 'revolting', 'Gunny', '.']",romance,9,3,0
310,"['For', 'the', 'first', 'few', 'months', 'of', 'their', 'marriage', 'she', 'had', 'tried', 'to', 'be', 'nice', 'about', 'Gunny', ',', 'going', 'out', 'with', 'him', 'to', 'watch', 'this', 'pearl', 'without', 'price', 'stamp', 'imperiously', 'around', 'in', 'her', 'stall', '.']",romance,7,3,0
311,"['And', 'what', 'had', 'happened', '?', '?']",romance,0,0,0
312,"['Gunny', 'invariably', 'tried', 'to', 'bite', 'her', '.']",romance,1,0,0
313,"['Nerves', ',', 'Mr.', 'Robards', 'said', ',', 'just', 'a', 'nip', 'anyway', '.']",romance,4,1,0
314,"['``', 'Stand', 'back', ',', 'Miss', 'Jen', ',', ""she's"", 'oneasy', 'of', 'your', 'scarf', ""''"", '.']",romance,5,1,0
315,"['Never', ',', '``', 'Quit', 'that', ',', 'you', ""sor'l"", 'devil', ""''"", '!', '!']",romance,1,1,0
316,"['Never', 'concern', 'for', 'his', ""wife's"", 'nerves', ',', 'or', 'the', 'danger', 'that', 'the', 'curled', 'lip', 'and', 'big', 'teeth', 'might', 'mark', 'their', 'own', 'dear', 'baby', 'due', 'in', 'January', '.']",romance,8,5,0
317,"['She', ""musn't"", 'annoy', 'Gunny', 'whose', 'foal', 'was', 'due', 'then', 'too', '!', '!']",romance,2,2,0
318,"['Listening', 'for', 'hours', 'to', 'his', 'laments', 'that', 'the', 'war', 'and', '``', 'Mist', ""Fair's"", ""''"", 'poverty', 'afterwards', 'had', 'robbed', 'the', 'mare', 'of', 'many', 'a', 'racing', 'triumph', ',', 'and', 'to', 'his', 'predictions', 'of', 'greatness', 'for', 'the', 'procession', 'of', 'foals', 'to', 'come', ',', 'Jenny', 'could', 'look', 'forward', 'to', 'years', 'of', 'conflict', 'with', 'an', 'animal', 'who', 'disliked', 'her', 'intensely', 'and', 'showed', 'it', '.']",romance,17,2,0
319,"['Gunny', 'symbolized', 'so', 'much', 'that', 'was', 'unpleasant', '--', 'Tolley', ',', 'the', 'indifference', 'with', 'which', 'the', 'Fairbrothers', 'and', 'indeed', 'the', 'whole', 'neighborhood', 'now', 'treated', 'her', 'and', 'which', 'she', 'would', 'die', 'rather', 'than', 'acknowledge', 'to', 'her', 'husband', ',', 'his', 'lack', 'of', 'understanding', 'and', 'sympathy', 'in', 'her', 'present', 'condition', ',', 'her', 'disgusting', 'swollen', 'stomach', '.']",romance,11,5,0
320,"['Human', 'birth', 'was', 'no', 'novelty', 'to', 'Mr.', 'Robards', '.']",romance,5,0,0
321,"['Tillie', 'was', 'a', 'fine', 'midwife', 'and', 'could', 'get', 'here', 'quick', ',', 'he', 'suggested', '.']",romance,2,1,0
322,"[""Jenny's"", 'aversion', 'to', 'having', 'Dr.', 'Dunne', ',', 'a', 'former', 'admirer', ',', 'seemed', 'silly', 'to', 'him', ',', 'but', 'he', 'would', 'humor', 'her', ',', 'get', 'anybody', 'she', 'wanted', ',', 'the', 'best', 'never', 'being', 'too', 'good', 'for', 'her', '.']",romance,6,3,0
323,"['The', 'chances', 'were', 'against', 'his', 'being', 'here', 'to', 'humor', 'her', 'when', 'her', 'time', 'came', ',', 'she', 'was', 'sure', '.']",romance,2,1,0
324,"['He', 'would', 'be', 'in', 'the', 'barn', ',', 'or', 'riding', 'for', 'the', 'veterinarian', '!', '!']",romance,1,1,0
325,"['Night', 'after', 'night', 'he', 'stayed', 'with', 'Gunny', 'in', 'the', 'dead', 'of', 'winter', ',', 'rubbing', 'her', 'with', 'quarts', 'of', 'expensive', 'liniment', ',', 'fussing', 'over', 'her', 'bran', 'mash', 'as', 'the', 'cook', 'did', 'over', 'charlotte', 'russe', ',', 'tracking', 'manure', 'on', 'the', 'pretty', 'new', 'carpet', 'when', 'he', 'did', 'come', 'to', 'the', 'house', '.']",romance,14,3,0
326,"['Yet', 'when', 'the', 'dear', 'baby', 'came', ',', 'he', 'had', 'Tillie', 'over', 'here', 'in', 'a', 'jiffy', ',', 'and', 'was', 'as', 'attentive', 'and', 'sweet', 'and', 'worried', 'and', 'happy', 'when', 'it', 'was', 'all', 'over', 'as', 'any', 'husband', 'could', 'have', 'been', '.']",romance,4,5,0
327,"['Jenny', 'wished', 'now', 'that', 'she', 'had', 'had', 'Dr.', 'Dunne', ',', 'feeling', 'that', 'somehow', 'he', ""wouldn't"", 'have', 'allowed', 'the', 'dear', 'baby', 'to', 'turn', 'into', 'triplets', '.']",romance,6,1,0
328,"['There', 'was', 'something', 'not', 'nice', 'about', 'triplets', ',', 'though', 'their', 'father', 'seemed', 'pleased', ',', 'showing', 'no', 'disappointment', 'that', 'they', ""hadn't"", 'been', 'the', 'son', 'he', 'wanted', ',', 'saying', ',', '``', 'You', ""don't"", 'see', 'triplets', ""trippin'"", 'down', 'the', 'pike', ""ever'"", 'day', ',', 'Miss', 'Jen', ',', 'hon', '.']",romance,11,3,0
329,"['Rhyme', ""'em"", 'up', 'cute', '--', 'Arcilla', ',', 'Flotilla', ""''""]",romance,4,0,0
330,"['Edmonia', 'for', 'her', 'mother', ',', 'she', 'said', 'firmly', ',', 'Jennifer', ',', 'for', 'herself', ',', 'and', '--']",romance,4,0,0
331,"['``', 'Kezziah', ',', 'for', 'Miss', 'Kizzie', ""''"", ',', 'he', 'suggested', '.']",romance,3,0,0
332,"['``', 'She', 'was', 'mighty', 'good', 'to', 'you', 'past', 'times', ',', ""an'"", ""this'll"", 'fetch', 'her', ""''"", '.']",romance,3,2,0
333,"['Now', 'she', 'must', 'be', 'thinking', 'of', 'a', 'boy-name', ',', 'something', 'special', '.']",romance,2,1,0
334,"['Just', 'wait', 'till', 'she', 'saw', 'the', ""Mare's"", 'foal', '.']",romance,4,0,0
335,"['Handsomest', 'colt', 'in', 'all', 'Kentucky', '.']",romance,3,0,0
336,"['Strong', 'too', ',', 'up', 'on', 'his', 'legs', 'when', 'he', 'was', 'an', 'hour', 'old', '.']",romance,3,1,0
